Date,MINT,EMB,IAU,VCIT,MUB,SCHA,VEA,VYM
2017-02-14,101.47,113.01,11.82,85.82,108.08,63.68,38.38,77.3
2017-02-15,101.47,112.98,11.87,85.69,107.89,63.96,38.52,77.68
2017-02-16,101.51,112.92,11.93,86.01,108.16,63.82,38.6,77.7
2017-02-17,101.54,112.95,11.89,86.2,108.3,63.82,38.47,77.78
2017-02-21,101.54,113.12,11.9,86.15,108.3,64.31,38.64,78.24
2017-02-22,101.55,113.28,11.91,86.26,108.45,64.02,38.61,78.16
2017-02-23,101.57,113.61,12.03,86.49,108.54,63.62,38.68,78.44
2017-02-24,101.57,113.83,12.09,86.89,108.86,63.61,38.35,78.57
2017-02-27,101.6,113.56,12.04,86.63,108.72,64.15,38.37,78.61
2017-02-28,101.59,113.56,12.04,86.62,108.82,63.32,38.28,78.45
2017-03-01,101.48,113.16,12.04,86.03,108.24,64.34,38.65,79.43
2017-03-02,101.47,112.63,11.89,85.87,108.19,63.61,38.41,79.0
2017-03-03,101.48,113.15,11.88,85.95,108.06,63.61,38.6,79.01
2017-03-06,101.5,113.11,11.8,85.87,108.03,63.19,38.47,78.83
2017-03-07,101.5,113.03,11.71,85.62,108.01,62.75,38.37,78.54
2017-03-08,101.5,112.15,11.63,85.35,107.83,62.36,38.17,78.31
2017-03-09,101.49,111.45,11.57,84.97,107.63,62.11,38.33,78.39
2017-03-10,101.51,111.92,11.59,85.15,107.74,62.33,38.63,78.74
2017-03-13,101.52,111.74,11.59,84.96,107.74,62.49,38.81,78.69
2017-03-14,101.51,111.4,11.54,85.01,107.78,62.18,38.52,78.39
2017-03-15,101.53,112.92,11.74,85.71,108.12,63.09,39.12,79.11
2017-03-16,101.55,112.58,11.81,85.55,108.05,63.2,39.28,78.98
2017-03-17,101.55,113.04,11.82,85.73,108.11,63.35,39.34,78.93
2017-03-20,101.57,113.25,11.88,85.97,108.22,62.84,39.32,78.76
2017-03-21,101.56,113.29,11.98,86.12,108.5,61.31,39.09,77.94
2017-03-22,101.57,113.4,12.02,86.28,108.63,61.26,39.14,77.47
2017-03-23,101.59,113.57,11.99,86.19,108.71,61.57,39.25,77.38
2017-03-24,101.59,113.74,12.01,86.15,108.78,61.67,39.2,77.28
2017-03-27,101.6,113.73,12.08,86.38,108.95,61.69,39.29,77.15
2017-03-28,101.59,113.69,12.04,86.2,108.88,62.16,39.47,77.63
2017-03-29,101.62,114.06,12.07,86.39,109.1,62.45,39.51,77.62
2017-03-30,101.62,113.86,11.97,86.28,108.91,62.85,39.36,77.88
2017-03-31,101.65,113.7,12.01,86.38,108.95,62.98,39.3,77.65
2017-04-03,101.55,113.57,12.07,86.5,108.81,62.37,39.26,77.46
2017-04-04,101.56,113.36,12.09,86.41,108.87,62.31,39.24,77.62
2017-04-05,101.55,113.78,12.1,86.5,108.97,61.69,39.03,77.36
2017-04-06,101.55,113.72,12.05,86.55,109.05,62.3,39.06,77.48
2017-04-07,101.55,113.65,12.08,86.26,109.12,62.26,39.01,77.39
2017-04-10,101.54,113.64,12.08,86.45,109.22,62.46,39.01,77.39
2017-04-11,101.57,113.83,12.24,86.73,109.38,62.82,39.17,77.39
2017-04-12,101.59,114.16,12.34,86.96,109.56,62.09,39.14,77.14
2017-04-13,101.61,114.11,12.4,87.13,109.64,61.42,38.89,76.55
2017-04-17,101.59,114.29,12.35,87.04,109.62,62.12,39.21,77.07
2017-04-18,101.62,114.5,12.41,87.45,109.95,62.14,38.98,76.9
2017-04-19,101.63,114.17,12.31,87.24,109.87,62.33,38.8,76.61
2017-04-20,101.62,114.25,12.33,87.15,109.74,62.99,39.15,77.03
2017-04-21,101.64,114.54,12.37,87.19,109.76,62.79,39.17,76.81
2017-04-24,101.63,114.89,12.29,87.06,109.5,63.58,40.03,77.63
2017-04-25,101.61,114.6,12.16,86.8,109.23,64.14,40.29,78.01
2017-04-26,101.64,114.58,12.22,87.03,109.31,64.33,40.14,77.87
2017-04-27,101.66,114.84,12.18,87.09,109.37,64.26,40.2,77.88
2017-04-28,101.64,115.2,12.21,87.15,109.33,63.49,40.17,77.59
2017-05-01,101.56,114.6,12.09,86.8,108.92,63.77,40.28,77.54
2017-05-02,101.56,115.01,12.1,86.99,109.08,63.56,40.52,77.48
2017-05-03,101.57,114.87,11.92,86.8,109.17,63.18,40.39,77.46
2017-05-04,101.57,114.35,11.81,86.67,109.14,63.04,40.68,77.46
2017-05-05,101.57,114.47,11.82,86.74,109.21,63.52,41.09,77.79
2017-05-08,101.59,114.16,11.8,86.53,109.18,63.27,40.9,77.71
2017-05-09,101.58,114.05,11.73,86.6,109.13,63.16,40.83,77.45
2017-05-10,101.6,114.38,11.74,86.62,109.24,63.53,40.89,77.55
2017-05-11,101.61,114.57,11.77,86.67,109.34,63.17,40.81,77.3
2017-05-12,101.63,114.97,11.81,87.07,109.52,62.82,40.99,77.08
2017-05-15,101.62,115.06,11.85,87.07,109.53,63.27,41.23,77.53
2017-05-16,101.63,115.08,11.89,87.2,109.67,63.25,41.44,77.5
2017-05-17,101.68,115.07,12.12,87.69,110.02,61.69,40.94,76.38
2017-05-18,101.66,114.48,12.02,87.63,110.14,61.88,41.02,76.47
2017-05-19,101.66,114.92,12.08,87.61,110.16,62.27,41.49,76.95
2017-05-22,101.67,114.87,12.12,87.58,110.19,62.69,41.6,77.29
2017-05-23,101.66,114.94,12.05,87.39,110.3,62.83,41.56,77.51
2017-05-24,101.66,115.38,12.1,87.58,110.34,62.84,41.65,77.58
2017-05-25,101.66,115.29,12.09,87.56,110.36,62.88,41.64,77.86
2017-05-26,101.66,115.49,12.19,87.62,110.46,62.83,41.53,77.86
2017-05-30,101.72,115.55,12.14,87.72,110.58,62.37,41.46,77.84
2017-05-31,101.7,115.63,12.2,87.82,110.79,62.34,41.54,77.87
2017-06-01,101.57,115.38,12.21,87.58,110.49,63.44,41.82,78.49
2017-06-02,101.6,116.01,12.29,87.83,110.77,63.8,42.22,78.63
2017-06-05,101.62,115.81,12.31,87.78,110.68,63.4,42.04,78.6
2017-06-06,101.58,116.05,12.45,87.94,110.89,63.33,41.94,78.43
2017-06-07,101.59,115.95,12.39,87.83,110.88,63.27,41.91,78.43
2017-06-08,101.61,115.78,12.3,87.7,110.75,63.94,41.85,78.45
2017-06-09,101.62,115.53,12.2,87.59,110.65,64.27,41.7,78.93
2017-06-12,101.63,115.52,12.17,87.65,110.63,64.23,41.57,79.17
2017-06-13,101.63,115.7,12.19,87.73,110.6,64.64,41.93,79.31
2017-06-14,101.65,115.95,12.12,88.11,110.76,64.3,41.88,79.33
2017-06-15,101.66,115.58,12.07,87.93,110.63,63.92,41.43,79.31
2017-06-16,101.67,115.57,12.07,88.0,110.7,63.78,41.8,79.53
2017-06-19,101.67,115.45,11.98,87.79,110.63,64.09,41.95,79.87
2017-06-20,101.71,114.91,11.95,87.98,110.72,63.43,41.57,79.38
2017-06-21,101.69,114.67,11.98,87.92,110.71,63.18,41.05,79.03
2017-06-22,101.7,114.92,12.03,88.02,110.75,63.42,41.13,79.01
2017-06-23,101.69,115.3,12.08,88.04,110.81,63.85,41.22,78.57
2017-06-26,101.7,115.51,11.96,88.12,110.85,63.99,41.3,78.69
2017-06-27,101.7,114.91,12.02,87.83,110.71,63.44,41.29,78.13
2017-06-28,101.73,115.04,12.03,87.85,110.57,64.33,41.66,78.56
2017-06-29,101.73,114.5,11.96,87.64,110.2,63.91,41.24,78.02
2017-06-30,101.72,114.36,11.94,87.53,110.12,63.91,41.32,78.16
2017-07-03,101.64,113.55,11.73,87.14,109.86,64.37,41.24,78.5
2017-07-05,101.63,113.45,11.79,87.22,109.99,64.17,41.26,78.49
2017-07-06,101.64,112.83,11.77,87.18,109.92,63.34,41.01,77.84
2017-07-07,101.62,112.9,11.65,87.09,109.85,63.93,41.08,78.12
2017-07-10,101.67,113.4,11.67,87.2,109.89,63.71,41.15,78.07
2017-07-11,101.65,113.51,11.69,87.32,109.93,63.86,41.28,77.94
2017-07-12,101.66,114.18,11.73,87.58,110.09,64.36,41.65,78.43
2017-07-13,101.66,114.19,11.71,87.51,110.08,64.46,41.77,78.52
2017-07-14,101.7,114.48,11.81,87.7,110.36,64.62,42.07,78.84
2017-07-17,101.69,114.52,11.86,87.72,110.37,64.77,42.0,78.84
2017-07-18,101.71,114.85,11.95,88.0,110.57,64.59,42.09,78.81
2017-07-19,101.69,114.98,11.93,87.94,110.72,65.25,42.29,79.15
2017-07-20,101.69,115.02,11.95,88.02,110.85,65.25,42.43,79.31
2017-07-21,101.72,115.29,12.06,88.21,110.93,65.02,42.32,79.16
2017-07-24,101.71,115.06,12.08,88.12,110.94,65.14,42.24,78.93
2017-07-25,101.72,114.72,12.03,87.76,110.78,65.69,42.27,79.19
2017-07-26,101.74,115.34,12.12,88.09,110.9,65.38,42.54,79.17
2017-07-27,101.73,115.17,12.11,87.95,110.8,64.98,42.38,79.52
2017-07-28,101.75,115.17,12.21,88.11,110.82,64.8,42.42,79.28
2017-07-31,101.76,115.26,12.22,88.13,110.87,64.64,42.51,79.42
2017-08-01,101.67,114.94,12.21,88.09,110.72,64.78,42.75,79.52
